Time Left,Rounded Units Left,Bid Ask Spread,Volume Misbalance,Action,Expected Payout
1,3,8,9,6,1738396733.3333335
1,3,8,9,7,1738387000.0
1,3,8,9,8,1738380960.0
1,3,8,9,9,1738396733.3333335
1,3,8,9,10,1738238550.0
6,6,0,9,0,3479135864.166667
6,6,0,9,1,3509707236.574074
6,6,0,9,2,3489196308.333333
6,6,0,9,3,3473853794.642857
6,6,0,9,4,3473990269.6428576
6,6,0,9,5,3473736830.0
6,6,0,9,6,3473991698.214286
6,6,0,9,7,3473226577.272727
6,6,0,9,8,3474101738.888889
6,6,0,9,9,3473820877.7777777
6,6,0,9,10,3472172479.9999995
1,5,3,0,0,2901150000.0
1,5,3,0,1,2901350000.0
1,5,3,0,2,2901620000.0
1,5,3,0,3,2902020000.0
1,5,3,0,4,2902460000.0
1,5,3,0,5,2902460000.0
1,5,3,0,6,2902460000.0
1,5,3,0,7,2902460000.0
1,5,3,0,8,2902460000.0
1,5,3,0,9,2902460000.0
1,5,3,0,10,2901150000.0
2,3,6,9,0,1807884000.0
2,3,6,9,1,1738473200.0
2,3,6,9,2,1738473200.0
2,3,6,9,3,1738473200.0
2,3,6,9,4,1738473200.0
2,3,6,9,5,1738473200.0
2,3,6,9,6,1738473200.0
2,3,6,9,7,1738473200.0
2,3,6,9,8,1738473200.0
2,3,6,9,9,1738473200.0
2,3,6,9,10,1738473199.9999995
1,5,3,9,0,2786464884.644274
1,5,3,9,1,2766229256.597222
1,5,3,9,2,2657174863.368055
1,5,3,9,3,2803620291.666666
1,5,3,9,4,2899652500.0
1,5,3,9,5,2899663807.6923075
1,5,3,9,6,2899673881.8181815
1,5,3,9,7,2899666499.9999995
1,5,3,9,8,2899721990.9090905
1,5,3,9,9,2899652500.0
1,5,3,9,10,2633208018.2539682
8,7,1,9,0,4030714193.6243386
8,7,1,9,1,4142910811.384839
8,7,1,9,2,3936055756.822562
8,7,1,9,3,3953940993.4735103
8,7,1,9,4,4058044829.1666665
8,7,1,9,5,4058199318.75
8,7,1,9,6,4057982829.1666665
8,7,1,9,7,4057982829.1666665
8,7,1,9,8,4057987954.1666665
8,7,1,9,9,4058194506.25
8,7,1,9,10,3986057041.493056
4,7,0,9,0,4057930433.6160707
4,7,0,9,1,4092426634.2261906
4,7,0,9,2,4067538386.666667
4,7,0,9,3,4052499360.0
4,7,0,9,4,4053113580.0
4,7,0,9,5,4053222394.444444
4,7,0,9,6,4053294710.0
4,7,0,9,7,4053322750.0
4,7,0,9,8,4053076744.642857
4,7,0,9,9,4053472719.9999995
4,7,0,9,10,4050937327.499999
9,4,5,9,0,2325187182.5
9,4,5,9,1,2332175090.416667
9,4,5,9,2,2339545336.666667
9,4,5,9,3,2321522266.6666665
9,4,5,9,4,2316533571.428571
9,4,5,9,5,2316673837.5
9,4,5,9,6,2316762875.0
9,4,5,9,7,2316734580.9523807
9,4,5,9,8,2316771900.0
9,4,5,9,9,2316689316.666667
9,4,5,9,10,2316191850.0
3,8,6,9,0,4705677199.999999
3,8,6,9,1,4705834000.0
3,8,6,9,2,4850806500.0
3,8,6,9,3,4561331500.0
3,8,6,9,4,4590330500.0
3,8,6,9,5,4636730500.0
3,8,6,9,6,4636730500.0
3,8,6,9,7,4636730500.0
3,8,6,9,8,4636730500.0
3,8,6,9,9,4636730500.0
3,8,6,9,10,4561331500.0
8,0,2,0,0,0.0
8,0,2,0,1,0.0
8,0,2,0,2,0.0
8,0,2,0,3,0.0
8,0,2,0,4,0.0
8,0,2,0,5,0.0
8,0,2,0,6,0.0
8,0,2,0,7,0.0
8,0,2,0,8,0.0
8,0,2,0,9,0.0
8,0,2,0,10,0.0
1,6,1,9,0,3337183888.973323
1,6,1,9,1,3459347434.2500234
1,6,1,9,2,3270011058.3130784
1,6,1,9,3,3287706272.1614227
1,6,1,9,4,3478187910.4166665
1,6,1,9,5,3477738463.6363635
1,6,1,9,6,3478515132.5
1,6,1,9,7,3478104277.083333
1,6,1,9,8,3478336077.7777777
1,6,1,9,9,3478513557.4999995
1,6,1,9,10,3221529803.619481
8,0,2,9,0,0.0
8,0,2,9,1,0.0
8,0,2,9,2,0.0
8,0,2,9,3,0.0
8,0,2,9,4,0.0
8,0,2,9,5,0.0
8,0,2,9,6,0.0
8,0,2,9,7,0.0
8,0,2,9,8,0.0
8,0,2,9,9,0.0
8,0,2,9,10,0.0
8,10,6,9,0,5789765500.0
8,10,6,9,1,5864857199.999999
8,10,6,9,2,6009829700.0
8,10,6,9,3,5720231500.0
8,10,6,9,4,5749230499.999999
8,10,6,9,5,5796730500.0
8,10,6,9,6,5796730500.0
8,10,6,9,7,5796730500.0
8,10,6,9,8,5796730500.0
8,10,6,9,9,5796730500.0
8,10,6,9,10,5720231500.0
0,5,4,9,0,2923435744.166666
0,5,4,9,1,2901849704.1666665
0,5,4,9,2,2933940490.0
0,5,4,9,3,2896773475.0
0,5,4,9,4,2896222825.0
0,5,4,9,5,2896885700.0
0,5,4,9,6,2896844783.3333335
0,5,4,9,7,2896776975.0
0,5,4,9,8,2896916700.0
0,5,4,9,9,2896831300.0
0,5,4,9,10,2895410200.0
9,2,4,9,0,1157696222.222222
9,2,4,9,1,1162532055.5555556
9,2,4,9,2,1158259833.3333335
9,2,4,9,3,1158118100.0
9,2,4,9,4,1158092525.0
9,2,4,9,5,1158006250.0
9,2,4,9,6,1158079000.0
9,2,4,9,7,1158164250.0
9,2,4,9,8,1157923166.6666665
9,2,4,9,9,1158171700.0
9,2,4,9,10,1157765166.6666665
2,2,5,9,0,1158293523.8095236
2,2,5,9,1,1159838520.0
2,2,5,9,2,1157713941.6666667
2,2,5,9,3,1157642558.3333335
2,2,5,9,4,1157607266.6666665
2,2,5,9,5,1157790057.142857
2,2,5,9,6,1157626895.2380953
2,2,5,9,7,1157692720.0
2,2,5,9,8,1157678933.3333335
2,2,5,9,9,1157642558.3333335
2,2,5,9,10,1157180000.0
1,2,5,9,0,1159232190.4761906
1,2,5,9,1,1159078942.857143
1,2,5,9,2,1157714483.3333335
1,2,5,9,3,1157660425.0
1,2,5,9,4,1157692720.0
1,2,5,9,5,1157692720.0
1,2,5,9,6,1157642816.6666665
1,2,5,9,7,1157678933.3333335
1,2,5,9,8,1157500450.0
1,2,5,9,9,1157750058.3333335
1,2,5,9,10,1157180000.0
0,6,5,9,0,3479025900.0
0,6,5,9,1,3489922904.7619047
0,6,5,9,2,3523249783.333333
0,6,5,9,3,3489847558.333333
0,6,5,9,4,3475946433.3333335
0,6,5,9,5,3475875560.0
0,6,5,9,6,3475875560.0
0,6,5,9,7,3475633550.0
0,6,5,9,8,3475990447.619047
0,6,5,9,9,3475858225.0
0,6,5,9,10,3471682199.9999995
8,3,8,9,0,1787062613.4920633
8,3,8,9,1,1738381040.0
8,3,8,9,2,1738407977.142857
8,3,8,9,3,1738370311.1111112
8,3,8,9,4,1738396733.3333335
8,3,8,9,5,1738396733.3333335
8,3,8,9,6,1738394548.5714285
8,3,8,9,7,1738396733.3333335
8,3,8,9,8,1738428440.0
8,3,8,9,9,1738423155.5555556
8,3,8,9,10,1738263239.9999998
0,1,7,9,0,581040366.6666666
0,1,7,9,1,579186358.3333333
0,1,7,9,2,579181400.0
0,1,7,9,3,579159980.0
0,1,7,9,4,579186358.3333333
0,1,7,9,5,579179416.6666667
0,1,7,9,6,579180342.2222222
0,1,7,9,7,579193300.0
0,1,7,9,8,579186358.3333333
0,1,7,9,9,579179416.6666667
0,1,7,9,10,579110000.0
4,7,8,9,0,4108623206.4761906
4,7,8,9,1,4065400425.0
4,7,8,9,2,4056753933.3333335
4,7,8,9,3,4056751668.5714283
4,7,8,9,4,4056743675.0
4,7,8,9,5,4056753933.3333335
4,7,8,9,6,4056751588.5714283
4,7,8,9,7,4056751588.5714283
4,7,8,9,8,4056780977.777777
4,7,8,9,9,4056751588.5714283
4,7,8,9,10,4056615330.0
1,3,4,9,0,1768602214.2857141
1,3,4,9,1,1742016033.3333333
1,3,4,9,2,1737673750.0
1,3,4,9,3,1737506566.6666665
1,3,4,9,4,1737699445.0
1,3,4,9,5,1737590733.3333333
1,3,4,9,6,1737492916.6666665
1,3,4,9,7,1737624385.0
1,3,4,9,8,1737566730.0
1,3,4,9,9,1737620290.0
1,3,4,9,10,1735595541.6666665
1,2,9,9,0,1158900000.0
1,2,9,9,1,1158900000.0
1,2,9,9,2,1158900000.0
1,2,9,9,3,1158900000.0
1,2,9,9,4,1158900000.0
1,2,9,9,5,1158900000.0
1,2,9,9,6,1158900000.0
1,2,9,9,7,1158900000.0
1,2,9,9,8,1158900000.0
1,2,9,9,9,1158900000.0
1,2,9,9,10,1158900000.0
1,5,7,9,0,2907541879.047619
1,5,7,9,1,2965210650.0
1,5,7,9,2,2916970142.857143
1,5,7,9,3,2897276158.3333335
1,5,7,9,4,2897275750.0
1,5,7,9,5,2897273359.9999995
1,5,7,9,6,2897272833.3333335
1,5,7,9,7,2897277085.714286
1,5,7,9,8,2897273377.7777777
1,5,7,9,9,2897277085.714286
1,5,7,9,10,2897164316.666667
8,8,8,9,0,4681130041.428571
8,8,8,9,1,4697965441.904761
8,8,8,9,2,4805915250.204081
8,8,8,9,3,4566039650.0
8,8,8,9,4,4588898885.714286
8,8,8,9,5,4636589168.75
8,8,8,9,6,4636650822.222222
8,8,8,9,7,4636601597.142857
8,8,8,9,8,4636588481.25
8,8,8,9,9,4636659890.0
8,8,8,9,10,4566039650.0
3,5,0,9,0,2901176931.818182
3,5,0,9,1,2926979512.037037
3,5,0,9,2,2904979310.5769224
3,5,0,9,3,2894712785.7142854
3,5,0,9,4,2894995230.0
3,5,0,9,5,2895092270.0
3,5,0,9,6,2894640921.428571
3,5,0,9,7,2894649671.428571
3,5,0,9,8,2894663050.0
3,5,0,9,9,2894699173.214286
3,5,0,9,10,2893379533.333333
2,8,5,9,0,4633375606.266666
2,8,5,9,1,4654797024.333332
2,8,5,9,2,4700108733.259259
2,8,5,9,3,4669043520.833334
2,8,5,9,4,4619255533.333333
2,8,5,9,5,4629302104.166667
2,8,5,9,6,4634943471.428572
2,8,5,9,7,4634928995.238095
2,8,5,9,8,4635102904.166667
2,8,5,9,9,4635025376.190475
2,8,5,9,10,4603392937.5
8,3,0,9,0,1743006883.6309524
8,3,0,9,1,1757536197.4702377
8,3,0,9,2,1736233324.9999998
8,3,0,9,3,1736234550.0
8,3,0,9,4,1736318960.0
8,3,0,9,5,1736425510.0
8,3,0,9,6,1736341791.0714285
8,3,0,9,7,1736220627.7777777
8,3,0,9,8,1736202340.0
8,3,0,9,9,1736236780.0
8,3,0,9,10,1735297775.0
1,9,8,9,0,5246668527.777777
1,9,8,9,1,5277275905.555556
1,9,8,9,2,5397528164.761906
1,9,8,9,3,5145542964.761905
1,9,8,9,4,5167925276.190475
1,9,8,9,5,5216602485.714286
1,9,8,9,6,5216579683.333334
1,9,8,9,7,5216526966.666666
1,9,8,9,8,5216632400.0
1,9,8,9,9,5216575060.0
1,9,8,9,10,5131908416.666666
0,8,9,9,0,4694091000.0
0,8,9,9,1,4694245000.0
0,8,9,9,2,4839217500.0
0,8,9,9,3,4549742500.0
0,8,9,9,4,4578741500.0
0,8,9,9,5,4636741500.0
0,8,9,9,6,4636741500.0
0,8,9,9,7,4636741500.0
0,8,9,9,8,4636741500.0
0,8,9,9,9,4636741500.0
0,8,9,9,10,4549742500.0
5,5,5,9,0,2900521983.3333335
5,5,5,9,1,2912935350.0
5,5,5,9,2,2943773120.0
5,5,5,9,3,2910513391.666667
5,5,5,9,4,2896285560.0
5,5,5,9,5,2896267966.666667
5,5,5,9,6,2896314891.666667
5,5,5,9,7,2896285560.0
5,5,5,9,8,2896069087.5
5,5,5,9,9,2896309350.0
5,5,5,9,10,2893613148.888889
9,10,8,9,0,5852107301.666666
9,10,8,9,1,5856901450.476191
9,10,8,9,2,5981276206.530613
9,10,8,9,3,5737292751.047619
9,10,8,9,4,5790729543.333333
9,10,8,9,5,5785821500.0
9,10,8,9,6,5787847412.5
9,10,8,9,7,5796563734.285714
9,10,8,9,8,5796563105.714285
9,10,8,9,9,5796483175.0
9,10,8,9,10,5796278990.0
9,2,0,9,0,1164181341.0052907
9,2,0,9,1,1161721882.568027
9,2,0,9,2,1157232200.0
9,2,0,9,3,1157083847.7272727
9,2,0,9,4,1157282325.0
9,2,0,9,5,1157264916.0714285
9,2,0,9,6,1157307855.5555553
9,2,0,9,7,1157344333.3333333
9,2,0,9,8,1157286088.8888888
9,2,0,9,9,1157370160.0
9,2,0,9,10,1156909866.6666665
6,1,9,9,0,579450000.0
6,1,9,9,1,579450000.0
6,1,9,9,2,579450000.0
6,1,9,9,3,579450000.0
6,1,9,9,4,579450000.0
6,1,9,9,5,579450000.0
6,1,9,9,6,579450000.0
6,1,9,9,7,579450000.0
6,1,9,9,8,579450000.0
6,1,9,9,9,579450000.0
6,1,9,9,10,579450000.0
4,4,8,9,0,2366502746.6666665
4,4,8,9,1,2327879024.7619047
4,4,8,9,2,2318011288.888889
4,4,8,9,3,2317973850.0
4,4,8,9,4,2318004275.0
4,4,8,9,5,2317981588.5714283
4,4,8,9,6,2317967680.0
4,4,8,9,7,2317918840.0
4,4,8,9,8,2317973675.0
4,4,8,9,9,2317967680.0
4,4,8,9,10,2317820150.0
5,10,5,9,0,5770961028.645834
5,10,5,9,1,5797842989.880952
5,10,5,9,2,5865049653.4920635
5,10,5,9,3,5866752136.111111
5,10,5,9,4,5888842408.333334
5,10,5,9,5,5788629380.0
5,10,5,9,6,5750913809.523809
5,10,5,9,7,5787887742.857142
5,10,5,9,8,5794630000.0
5,10,5,9,9,5794705000.0
5,10,5,9,10,5730267616.666667
10,4,0,9,0,2315444351.785714
10,4,0,9,1,2315462478.5714283
10,4,0,9,2,2315476150.0
10,4,0,9,3,2315364622.2222223
10,4,0,9,4,2315372650.0
10,4,0,9,5,2315410628.5714283
10,4,0,9,6,2315134270.4545455
10,4,0,9,7,2315371538.8888893
10,4,0,9,8,2315462194.642857
10,4,0,9,9,2315366616.666667
10,4,0,9,10,2315289790.0
6,1,5,9,0,579662166.6666667
6,1,5,9,1,578760700.0
6,1,5,9,2,578732250.0
6,1,5,9,3,578803375.0
6,1,5,9,4,578732250.0
6,1,5,9,5,578732250.0
6,1,5,9,6,578760700.0
6,1,5,9,7,578696687.5
6,1,5,9,8,578768083.3333334
6,1,5,9,9,578767541.6666667
6,1,5,9,10,578590000.0
5,9,9,9,0,5273681000.0
5,9,9,9,1,5273695000.0
5,9,9,9,2,5418667500.0
5,9,9,9,3,5129192500.0
5,9,9,9,4,5158191500.0
5,9,9,9,5,5216741500.0
5,9,9,9,6,5216741500.0
5,9,9,9,7,5216741500.0
5,9,9,9,8,5216741500.0
5,9,9,9,9,5216741500.0
5,9,9,9,10,5129192500.0
5,0,7,9,0,0.0
5,0,7,9,1,0.0
5,0,7,9,2,0.0
5,0,7,9,3,0.0
5,0,7,9,4,0.0
5,0,7,9,5,0.0
5,0,7,9,6,0.0
5,0,7,9,7,0.0
5,0,7,9,8,0.0
5,0,7,9,9,0.0
5,0,7,9,10,0.0
2,3,4,9,0,1764008475.0
2,3,4,9,1,1743013985.7142859
2,3,4,9,2,1737558414.2857141
2,3,4,9,3,1737940985.7142859
2,3,4,9,4,1737595385.0
2,3,4,9,5,1737763092.8571427
2,3,4,9,6,1737769266.6666665
2,3,4,9,7,1737674195.0
2,3,4,9,8,1737378057.142857
2,3,4,9,9,1737649290.0
2,3,4,9,10,1736442941.6666665
6,9,4,9,0,5229381675.0
6,9,4,9,1,5236490431.547619
6,9,4,9,2,5344510592.083333
6,9,4,9,3,5213613987.5
6,9,4,9,4,5291223729.166666
6,9,4,9,5,5180753121.428572
6,9,4,9,6,5194747120.0
6,9,4,9,7,5215652370.0
6,9,4,9,8,5215641950.0
6,9,4,9,9,5215627120.0
6,9,4,9,10,5171290950.0
9,2,8,9,0,1160754811.1111112
9,2,8,9,1,1158840548.5714285
9,2,8,9,2,1158813300.0
9,2,8,9,3,1158861466.6666665
9,2,8,9,4,1158813300.0
9,2,8,9,5,1158850457.142857
9,2,8,9,6,1158840548.5714285
9,2,8,9,7,1158842200.0
9,2,8,9,8,1158861466.6666665
9,2,8,9,9,1158840548.5714285
9,2,8,9,10,1158787290.0
